Brand	Model	Serviciu	Pret
samsung	Samsung A12	Acumulator	140
samsung	Samsung A12	Camera Principala	190
samsung	Samsung A12	Camera Selfie	80
samsung	Samsung A12	Casca / Sita	180
samsung	Samsung A12	Curatare Apa (Oxid)	200
samsung	Samsung A12	Difuzor / Buzzer	180
samsung	Samsung A12	Display	300
samsung	Samsung A12	Geam Camera	130
samsung	Samsung A12	Inlocuire Capac	180
samsung	Samsung A12	Microfon	180
samsung	Samsung A12	Modul/Mufa Incarcare	180
samsung	Samsung A12	Montaj Placa de Baza	150
samsung	Samsung A12	Resoftare / Update	100
samsung	Samsung A12	Sticla	320
samsung	Samsung A13	Acumulator	150
samsung	Samsung A13	Camera Principala	170
samsung	Samsung A13	Camera Selfie	80
samsung	Samsung A13	Casca / Sita	180
samsung	Samsung A13	Curatare Apa (Oxid)	200
samsung	Samsung A13	Difuzor / Buzzer	180
samsung	Samsung A13	Display	310
samsung	Samsung A13	Geam Camera	150
samsung	Samsung A13	Inlocuire Capac	180
samsung	Samsung A13	Microfon	180
samsung	Samsung A13	Modul/Mufa Incarcare	180
samsung	Samsung A13	Montaj Placa de Baza	150
samsung	Samsung A13	Resoftare / Update	100
samsung	Samsung A13	Sticla	320
samsung	Samsung A14	Acumulator	150
samsung	Samsung A14	Camera Principala	170
samsung	Samsung A14	Camera Selfie	80
samsung	Samsung A14	Casca / Sita	180
samsung	Samsung A14	Curatare Apa (Oxid)	200
samsung	Samsung A14	Difuzor / Buzzer	180
samsung	Samsung A14	Display	310
samsung	Samsung A14	Geam Camera	120
samsung	Samsung A14	Inlocuire Capac	150
samsung	Samsung A14	Microfon	200
samsung	Samsung A14	Modul/Mufa Incarcare	200
samsung	Samsung A14	Montaj Placa de Baza	150
samsung	Samsung A14	Resoftare / Update	100
samsung	Samsung A14	Sticla	320
samsung	Samsung A20	Acumulator	180
samsung	Samsung A20	Camera Principala	120
samsung	Samsung A20	Camera Selfie	80
samsung	Samsung A20	Casca / Sita	130
samsung	Samsung A20	Curatare Apa (Oxid)	200
samsung	Samsung A20	Difuzor / Buzzer	150
samsung	Samsung A20	Display	350
samsung	Samsung A20	Geam Camera	80
samsung	Samsung A20	Inlocuire Capac	170
samsung	Samsung A20	Microfon	140
samsung	Samsung A20	Modul/Mufa Incarcare	140
samsung	Samsung A20	Montaj Placa de Baza	150
samsung	Samsung A20	Resoftare / Update	100
samsung	Samsung A20	Sticla	320
samsung	Samsung A23	Acumulator	180
samsung	Samsung A23	Camera Principala	180
samsung	Samsung A23	Camera Selfie	150
samsung	Samsung A23	Casca / Sita	180
samsung	Samsung A23	Curatare Apa (Oxid)	200
samsung	Samsung A23	Difuzor / Buzzer	180
samsung	Samsung A23	Display	350
samsung	Samsung A23	Geam Camera	120
samsung	Samsung A23	Inlocuire Capac	180
samsung	Samsung A23	Microfon	150
samsung	Samsung A23	Modul/Mufa Incarcare	150
samsung	Samsung A23	Montaj Placa de Baza	150
samsung	Samsung A23	Resoftare / Update	100
samsung	Samsung A23	Sticla	320
samsung	Samsung A24	Acumulator	150
samsung	Samsung A24	Camera Principala	170
samsung	Samsung A24	Camera Selfie	140
samsung	Samsung A24	Casca / Sita	180
samsung	Samsung A24	Curatare Apa (Oxid)	200
samsung	Samsung A24	Difuzor / Buzzer	180
samsung	Samsung A24	Display	530
samsung	Samsung A24	Geam Camera	120
samsung	Samsung A24	Inlocuire Capac	150
samsung	Samsung A24	Microfon	200
samsung	Samsung A24	Modul/Mufa Incarcare	200
samsung	Samsung A24	Montaj Placa de Baza	150
samsung	Samsung A24	Resoftare / Update	100
samsung	Samsung A24	Sticla	320
samsung	Samsung A25 5G	Acumulator	220
samsung	Samsung A25 5G	Camera Principala	190
samsung	Samsung A25 5G	Camera Selfie	160
samsung	Samsung A25 5G	Casca / Sita	180
samsung	Samsung A25 5G	Curatare Apa (Oxid)	200
samsung	Samsung A25 5G	Difuzor / Buzzer	180
samsung	Samsung A25 5G	Display	500
samsung	Samsung A25 5G	Geam Camera	90
samsung	Samsung A25 5G	Inlocuire Capac	170
samsung	Samsung A25 5G	Microfon	220
samsung	Samsung A25 5G	Modul/Mufa Incarcare	220
samsung	Samsung A25 5G	Montaj Placa de Baza	150
samsung	Samsung A25 5G	Resoftare / Update	100
samsung	Samsung A25 5G	Sticla	320
samsung	Samsung A30	Acumulator	180
samsung	Samsung A30	Camera Principala	140
samsung	Samsung A30	Camera Selfie	80
samsung	Samsung A30	Casca / Sita	130
samsung	Samsung A30	Curatare Apa (Oxid)	200
samsung	Samsung A30	Difuzor / Buzzer	150
samsung	Samsung A30	Display	450
samsung	Samsung A30	Geam Camera	80
samsung	Samsung A30	Inlocuire Capac	170
samsung	Samsung A30	Microfon	230
samsung	Samsung A30	Modul/Mufa Incarcare	230
samsung	Samsung A30	Montaj Placa de Baza	150
samsung	Samsung A30	Resoftare / Update	100
samsung	Samsung A30	Sticla	320
samsung	Samsung A33 5G	Acumulator	170
samsung	Samsung A33 5G	Camera Principala	180
samsung	Samsung A33 5G	Camera Selfie	150
samsung	Samsung A33 5G	Casca / Sita	180
samsung	Samsung A33 5G	Curatare Apa (Oxid)	200
samsung	Samsung A33 5G	Difuzor / Buzzer	180
samsung	Samsung A33 5G	Display	480
samsung	Samsung A33 5G	Geam Camera	120
samsung	Samsung A33 5G	Inlocuire Capac	150
samsung	Samsung A33 5G	Microfon	140
samsung	Samsung A33 5G	Modul/Mufa Incarcare	140
samsung	Samsung A33 5G	Montaj Placa de Baza	150
samsung	Samsung A33 5G	Resoftare / Update	100
samsung	Samsung A33 5G	Sticla	320
samsung	Samsung A34 5G	Acumulator	220
samsung	Samsung A34 5G	Camera Principala	150
samsung	Samsung A34 5G	Camera Selfie	140
samsung	Samsung A34 5G	Casca / Sita	180
samsung	Samsung A34 5G	Curatare Apa (Oxid)	200
samsung	Samsung A34 5G	Difuzor / Buzzer	180
samsung	Samsung A34 5G	Display	530
samsung	Samsung A34 5G	Geam Camera	90
samsung	Samsung A34 5G	Inlocuire Capac	150
samsung	Samsung A34 5G	Microfon	220
samsung	Samsung A34 5G	Modul/Mufa Incarcare	220
samsung	Samsung A34 5G	Montaj Placa de Baza	150
samsung	Samsung A34 5G	Resoftare / Update	100
samsung	Samsung A34 5G	Sticla	320
samsung	Samsung A35 5G	Acumulator	220
samsung	Samsung A35 5G	Camera Principala	180
samsung	Samsung A35 5G	Camera Selfie	150
samsung	Samsung A35 5G	Casca / Sita	180
samsung	Samsung A35 5G	Curatare Apa (Oxid)	200
samsung	Samsung A35 5G	Difuzor / Buzzer	180
samsung	Samsung A35 5G	Display	520
samsung	Samsung A35 5G	Geam Camera	90
samsung	Samsung A35 5G	Inlocuire Capac	170
samsung	Samsung A35 5G	Microfon	220
samsung	Samsung A35 5G	Modul/Mufa Incarcare	220
samsung	Samsung A35 5G	Montaj Placa de Baza	150
samsung	Samsung A35 5G	Resoftare / Update	100
samsung	Samsung A35 5G	Sticla	320
samsung	Samsung A40	Acumulator	180
samsung	Samsung A40	Camera Principala	140
samsung	Samsung A40	Camera Selfie	80
samsung	Samsung A40	Casca / Sita	130
samsung	Samsung A40	Curatare Apa (Oxid)	200
samsung	Samsung A40	Difuzor / Buzzer	150
samsung	Samsung A40	Display	490
samsung	Samsung A40	Geam Camera	120
samsung	Samsung A40	Inlocuire Capac	170
samsung	Samsung A40	Microfon	230
samsung	Samsung A40	Modul/Mufa Incarcare	230
samsung	Samsung A40	Montaj Placa de Baza	150
samsung	Samsung A40	Resoftare / Update	100
samsung	Samsung A40	Sticla	320
samsung	Samsung A50	Acumulator	180
samsung	Samsung A50	Camera Principala	140
samsung	Samsung A50	Camera Selfie	80
samsung	Samsung A50	Casca / Sita	130
samsung	Samsung A50	Curatare Apa (Oxid)	200
samsung	Samsung A50	Difuzor / Buzzer	150
samsung	Samsung A50	Display	345
samsung	Samsung A50	Geam Camera	120
samsung	Samsung A50	Inlocuire Capac	170
samsung	Samsung A50	Microfon	230
samsung	Samsung A50	Modul/Mufa Incarcare	230
samsung	Samsung A50	Montaj Placa de Baza	150
samsung	Samsung A50	Resoftare / Update	100
samsung	Samsung A50	Sticla	320
samsung	Samsung A51	Acumulator	170
samsung	Samsung A51	Camera Principala	210
samsung	Samsung A51	Camera Selfie	180
samsung	Samsung A51	Casca / Sita	180
samsung	Samsung A51	Curatare Apa (Oxid)	200
samsung	Samsung A51	Difuzor / Buzzer	180
samsung	Samsung A51	Display	480
samsung	Samsung A51	Geam Camera	140
samsung	Samsung A51	Inlocuire Capac	180
samsung	Samsung A51	Microfon	250
samsung	Samsung A51	Modul/Mufa Incarcare	250
samsung	Samsung A51	Montaj Placa de Baza	150
samsung	Samsung A51	Resoftare / Update	100
samsung	Samsung A51	Sticla	320
samsung	Samsung A52	Acumulator	160
samsung	Samsung A52	Camera Principala	180
samsung	Samsung A52	Camera Selfie	150
samsung	Samsung A52	Casca / Sita	180
samsung	Samsung A52	Curatare Apa (Oxid)	200
samsung	Samsung A52	Difuzor / Buzzer	180
samsung	Samsung A52	Display	510
samsung	Samsung A52	Geam Camera	150
samsung	Samsung A52	Inlocuire Capac	180
samsung	Samsung A52	Microfon	180
samsung	Samsung A52	Modul/Mufa Incarcare	180
samsung	Samsung A52	Montaj Placa de Baza	150
samsung	Samsung A52	Resoftare / Update	100
samsung	Samsung A52	Sticla	320
samsung	Samsung A53 5G	Acumulator	180
samsung	Samsung A53 5G	Camera Principala	170
samsung	Samsung A53 5G	Camera Selfie	150
samsung	Samsung A53 5G	Casca / Sita	180
samsung	Samsung A53 5G	Curatare Apa (Oxid)	200
samsung	Samsung A53 5G	Difuzor / Buzzer	180
samsung	Samsung A53 5G	Display	530
samsung	Samsung A53 5G	Geam Camera	120
samsung	Samsung A53 5G	Inlocuire Capac	150
samsung	Samsung A53 5G	Microfon	220
samsung	Samsung A53 5G	Modul/Mufa Incarcare	220
samsung	Samsung A53 5G	Montaj Placa de Baza	150
samsung	Samsung A53 5G	Resoftare / Update	100
samsung	Samsung A53 5G	Sticla	320
samsung	Samsung A54 5G	Acumulator	220
samsung	Samsung A54 5G	Camera Principala	160
samsung	Samsung A54 5G	Camera Selfie	140
samsung	Samsung A54 5G	Casca / Sita	180
samsung	Samsung A54 5G	Curatare Apa (Oxid)	200
samsung	Samsung A54 5G	Difuzor / Buzzer	180
samsung	Samsung A54 5G	Display	530
samsung	Samsung A54 5G	Geam Camera	90
samsung	Samsung A54 5G	Inlocuire Capac	170
samsung	Samsung A54 5G	Microfon	220
samsung	Samsung A54 5G	Modul/Mufa Incarcare	220
samsung	Samsung A54 5G	Montaj Placa de Baza	150
samsung	Samsung A54 5G	Resoftare / Update	100
samsung	Samsung A54 5G	Sticla	320
samsung	Samsung A55 5G	Acumulator	220
samsung	Samsung A55 5G	Camera Principala	160
samsung	Samsung A55 5G	Camera Selfie	170
samsung	Samsung A55 5G	Casca / Sita	180
samsung	Samsung A55 5G	Curatare Apa (Oxid)	200
samsung	Samsung A55 5G	Difuzor / Buzzer	180
samsung	Samsung A55 5G	Display	540
samsung	Samsung A55 5G	Geam Camera	90
samsung	Samsung A55 5G	Inlocuire Capac	170
samsung	Samsung A55 5G	Microfon	220
samsung	Samsung A55 5G	Modul/Mufa Incarcare	220
samsung	Samsung A55 5G	Montaj Placa de Baza	150
samsung	Samsung A55 5G	Resoftare / Update	100
samsung	Samsung A55 5G	Sticla	320
samsung	Samsung Note 10	Acumulator	260
samsung	Samsung Note 10	Camera Principala	220
samsung	Samsung Note 10	Camera Selfie	190
samsung	Samsung Note 10	Casca / Sita	0
samsung	Samsung Note 10	Curatare Apa (Oxid)	200
samsung	Samsung Note 10	Difuzor / Buzzer	180
samsung	Samsung Note 10	Display	1150
samsung	Samsung Note 10	Geam Camera	110
samsung	Samsung Note 10	Inlocuire Capac	290
samsung	Samsung Note 10	Microfon	210
samsung	Samsung Note 10	Modul/Mufa Incarcare	210
samsung	Samsung Note 10	Montaj Placa de Baza	150
samsung	Samsung Note 10	Resoftare / Update	100
samsung	Samsung Note 10	Sticla	650
samsung	Samsung Note 10 Plus	Acumulator	260
samsung	Samsung Note 10 Plus	Camera Principala	250
samsung	Samsung Note 10 Plus	Camera Selfie	210
samsung	Samsung Note 10 Plus	Casca / Sita	140
samsung	Samsung Note 10 Plus	Curatare Apa (Oxid)	200
samsung	Samsung Note 10 Plus	Difuzor / Buzzer	220
samsung	Samsung Note 10 Plus	Display	1650
samsung	Samsung Note 10 Plus	Geam Camera	130
samsung	Samsung Note 10 Plus	Inlocuire Capac	320
samsung	Samsung Note 10 Plus	Microfon	220
samsung	Samsung Note 10 Plus	Modul/Mufa Incarcare	220
samsung	Samsung Note 10 Plus	Montaj Placa de Baza	150
samsung	Samsung Note 10 Plus	Resoftare / Update	100
samsung	Samsung Note 10 Plus	Sticla	690
samsung	Samsung Note 20	Acumulator	250
samsung	Samsung Note 20	Camera Principala	350
samsung	Samsung Note 20	Camera Selfie	200
samsung	Samsung Note 20	Casca / Sita	180
samsung	Samsung Note 20	Curatare Apa (Oxid)	200
samsung	Samsung Note 20	Difuzor / Buzzer	210
samsung	Samsung Note 20	Display	1150
samsung	Samsung Note 20	Geam Camera	150
samsung	Samsung Note 20	Inlocuire Capac	350
samsung	Samsung Note 20	Microfon	250
samsung	Samsung Note 20	Modul/Mufa Incarcare	250
samsung	Samsung Note 20	Montaj Placa de Baza	150
samsung	Samsung Note 20	Resoftare / Update	100
samsung	Samsung Note 20	Sticla	600
samsung	Samsung Note 20 Ultra 5G	Acumulator	250
samsung	Samsung Note 20 Ultra 5G	Camera Principala	390
samsung	Samsung Note 20 Ultra 5G	Camera Selfie	230
samsung	Samsung Note 20 Ultra 5G	Casca / Sita	180
samsung	Samsung Note 20 Ultra 5G	Curatare Apa (Oxid)	200
samsung	Samsung Note 20 Ultra 5G	Difuzor / Buzzer	210
samsung	Samsung Note 20 Ultra 5G	Display	1550
samsung	Samsung Note 20 Ultra 5G	Geam Camera	150
samsung	Samsung Note 20 Ultra 5G	Inlocuire Capac	390
samsung	Samsung Note 20 Ultra 5G	Microfon	250
samsung	Samsung Note 20 Ultra 5G	Modul/Mufa Incarcare	250
samsung	Samsung Note 20 Ultra 5G	Montaj Placa de Baza	150
samsung	Samsung Note 20 Ultra 5G	Resoftare / Update	100
samsung	Samsung Note 20 Ultra 5G	Sticla	750
samsung	Samsung Note 8	Acumulator	180
samsung	Samsung Note 8	Camera Principala	150
samsung	Samsung Note 8	Camera Selfie	140
samsung	Samsung Note 8	Casca / Sita	120
samsung	Samsung Note 8	Curatare Apa (Oxid)	200
samsung	Samsung Note 8	Difuzor / Buzzer	150
samsung	Samsung Note 8	Display	1050
samsung	Samsung Note 8	Geam Camera	90
samsung	Samsung Note 8	Inlocuire Capac	170
samsung	Samsung Note 8	Microfon	160
samsung	Samsung Note 8	Modul/Mufa Incarcare	160
samsung	Samsung Note 8	Montaj Placa de Baza	150
samsung	Samsung Note 8	Resoftare / Update	100
samsung	Samsung Note 8	Sticla	550
samsung	Samsung Note 9	Acumulator	240
samsung	Samsung Note 9	Camera Principala	190
samsung	Samsung Note 9	Camera Selfie	180
samsung	Samsung Note 9	Casca / Sita	130
samsung	Samsung Note 9	Curatare Apa (Oxid)	200
samsung	Samsung Note 9	Difuzor / Buzzer	170
samsung	Samsung Note 9	Display	950
samsung	Samsung Note 9	Geam Camera	90
samsung	Samsung Note 9	Inlocuire Capac	250
samsung	Samsung Note 9	Microfon	190
samsung	Samsung Note 9	Modul/Mufa Incarcare	190
samsung	Samsung Note 9	Montaj Placa de Baza	150
samsung	Samsung Note 9	Resoftare / Update	100
samsung	Samsung Note 9	Sticla	590
samsung	Samsung S10	Acumulator	250
samsung	Samsung S10	Camera Principala	280
samsung	Samsung S10	Camera Selfie	180
samsung	Samsung S10	Casca / Sita	180
samsung	Samsung S10	Curatare Apa (Oxid)	200
samsung	Samsung S10	Difuzor / Buzzer	199
samsung	Samsung S10	Display	1150
samsung	Samsung S10	Geam Camera	140
samsung	Samsung S10	Inlocuire Capac	290
samsung	Samsung S10	Microfon	210
samsung	Samsung S10	Modul/Mufa Incarcare	210
samsung	Samsung S10	Montaj Placa de Baza	150
samsung	Samsung S10	Resoftare / Update	150
samsung	Samsung S10	Sticla	650
samsung	Samsung S10 Lite / E	Acumulator	250
samsung	Samsung S10 Lite / E	Camera Principala	260
samsung	Samsung S10 Lite / E	Camera Selfie	170
samsung	Samsung S10 Lite / E	Casca / Sita	180
samsung	Samsung S10 Lite / E	Curatare Apa (Oxid)	200
samsung	Samsung S10 Lite / E	Difuzor / Buzzer	180
samsung	Samsung S10 Lite / E	Display	850
samsung	Samsung S10 Lite / E	Geam Camera	140
samsung	Samsung S10 Lite / E	Inlocuire Capac	290
samsung	Samsung S10 Lite / E	Microfon	190
samsung	Samsung S10 Lite / E	Modul/Mufa Incarcare	190
samsung	Samsung S10 Lite / E	Montaj Placa de Baza	150
samsung	Samsung S10 Lite / E	Resoftare / Update	150
samsung	Samsung S10 Lite / E	Sticla	400
samsung	Samsung S10 Plus	Acumulator	250
samsung	Samsung S10 Plus	Camera Principala	320
samsung	Samsung S10 Plus	Camera Selfie	190
samsung	Samsung S10 Plus	Casca / Sita	180
samsung	Samsung S10 Plus	Curatare Apa (Oxid)	200
samsung	Samsung S10 Plus	Difuzor / Buzzer	220
samsung	Samsung S10 Plus	Display	1250
samsung	Samsung S10 Plus	Geam Camera	140
samsung	Samsung S10 Plus	Inlocuire Capac	350
samsung	Samsung S10 Plus	Microfon	220
samsung	Samsung S10 Plus	Modul/Mufa Incarcare	220
samsung	Samsung S10 Plus	Montaj Placa de Baza	150
samsung	Samsung S10 Plus	Resoftare / Update	150
samsung	Samsung S10 Plus	Sticla	650
samsung	Samsung S20	Acumulator	250
samsung	Samsung S20	Camera Principala	410
samsung	Samsung S20	Camera Selfie	250
samsung	Samsung S20	Casca / Sita	180
samsung	Samsung S20	Curatare Apa (Oxid)	200
samsung	Samsung S20	Difuzor / Buzzer	290
samsung	Samsung S20	Display	850
samsung	Samsung S20	Geam Camera	170
samsung	Samsung S20	Inlocuire Capac	290
samsung	Samsung S20	Microfon	250
samsung	Samsung S20	Modul/Mufa Incarcare	250
samsung	Samsung S20	Montaj Placa de Baza	150
samsung	Samsung S20	Resoftare / Update	150
samsung	Samsung S20	Sticla	650
samsung	Samsung S20 FE	Acumulator	250
samsung	Samsung S20 FE	Camera Principala	280
samsung	Samsung S20 FE	Camera Selfie	250
samsung	Samsung S20 FE	Casca / Sita	180
samsung	Samsung S20 FE	Curatare Apa (Oxid)	200
samsung	Samsung S20 FE	Difuzor / Buzzer	200
samsung	Samsung S20 FE	Display	450
samsung	Samsung S20 FE	Geam Camera	170
samsung	Samsung S20 FE	Inlocuire Capac	350
samsung	Samsung S20 FE	Microfon	220
samsung	Samsung S20 FE	Modul/Mufa Incarcare	220
samsung	Samsung S20 FE	Montaj Placa de Baza	150
samsung	Samsung S20 FE	Resoftare / Update	150
samsung	Samsung S20 FE	Sticla	550
samsung	Samsung S20 Plus	Acumulator	250
samsung	Samsung S20 Plus	Camera Principala	420
samsung	Samsung S20 Plus	Camera Selfie	250
samsung	Samsung S20 Plus	Casca / Sita	180
samsung	Samsung S20 Plus	Curatare Apa (Oxid)	200
samsung	Samsung S20 Plus	Difuzor / Buzzer	270
samsung	Samsung S20 Plus	Display	1100
samsung	Samsung S20 Plus	Geam Camera	170
samsung	Samsung S20 Plus	Inlocuire Capac	390
samsung	Samsung S20 Plus	Microfon	250
samsung	Samsung S20 Plus	Modul/Mufa Incarcare	250
samsung	Samsung S20 Plus	Montaj Placa de Baza	100
samsung	Samsung S20 Plus	Resoftare / Update	150
samsung	Samsung S20 Plus	Sticla	750
samsung	Samsung S20 Ultra / 5g	Acumulator	250
samsung	Samsung S20 Ultra / 5g	Camera Principala	510
samsung	Samsung S20 Ultra / 5g	Camera Selfie	250
samsung	Samsung S20 Ultra / 5g	Casca / Sita	180
samsung	Samsung S20 Ultra / 5g	Curatare Apa (Oxid)	200
samsung	Samsung S20 Ultra / 5g	Difuzor / Buzzer	350
samsung	Samsung S20 Ultra / 5g	Display	1100
samsung	Samsung S20 Ultra / 5g	Geam Camera	190
samsung	Samsung S20 Ultra / 5g	Inlocuire Capac	390
samsung	Samsung S20 Ultra / 5g	Microfon	350
samsung	Samsung S20 Ultra / 5g	Modul/Mufa Incarcare	350
samsung	Samsung S20 Ultra / 5g	Montaj Placa de Baza	100
samsung	Samsung S20 Ultra / 5g	Resoftare / Update	150
samsung	Samsung S20 Ultra / 5g	Sticla	750
samsung	Samsung S21	Acumulator	310
samsung	Samsung S21	Camera Principala	350
samsung	Samsung S21	Camera Selfie	250
samsung	Samsung S21	Casca / Sita	180
samsung	Samsung S21	Curatare Apa (Oxid)	200
samsung	Samsung S21	Difuzor / Buzzer	200
samsung	Samsung S21	Display	650
samsung	Samsung S21	Geam Camera	170
samsung	Samsung S21	Inlocuire Capac	390
samsung	Samsung S21	Microfon	250
samsung	Samsung S21	Modul/Mufa Incarcare	250
samsung	Samsung S21	Montaj Placa de Baza	200
samsung	Samsung S21	Resoftare / Update	150
samsung	Samsung S21	Sticla	550
samsung	Samsung S21 Plus	Acumulator	310
samsung	Samsung S21 Plus	Camera Principala	520
samsung	Samsung S21 Plus	Camera Selfie	250
samsung	Samsung S21 Plus	Casca / Sita	180
samsung	Samsung S21 Plus	Curatare Apa (Oxid)	200
samsung	Samsung S21 Plus	Difuzor / Buzzer	220
samsung	Samsung S21 Plus	Display	950
samsung	Samsung S21 Plus	Geam Camera	150
samsung	Samsung S21 Plus	Inlocuire Capac	450
samsung	Samsung S21 Plus	Microfon	250
samsung	Samsung S21 Plus	Modul/Mufa Incarcare	250
samsung	Samsung S21 Plus	Montaj Placa de Baza	200
samsung	Samsung S21 Plus	Resoftare / Update	150
samsung	Samsung S21 Plus	Sticla	550
samsung	Samsung S21 Ultra / 5g	Acumulator	350
samsung	Samsung S21 Ultra / 5g	Camera Principala	550
samsung	Samsung S21 Ultra / 5g	Camera Selfie	250
samsung	Samsung S21 Ultra / 5g	Casca / Sita	180
samsung	Samsung S21 Ultra / 5g	Curatare Apa (Oxid)	200
samsung	Samsung S21 Ultra / 5g	Difuzor / Buzzer	350
samsung	Samsung S21 Ultra / 5g	Display	1200
samsung	Samsung S21 Ultra / 5g	Geam Camera	150
samsung	Samsung S21 Ultra / 5g	Inlocuire Capac	450
samsung	Samsung S21 Ultra / 5g	Microfon	350
samsung	Samsung S21 Ultra / 5g	Modul/Mufa Incarcare	350
samsung	Samsung S21 Ultra / 5g	Montaj Placa de Baza	200
samsung	Samsung S21 Ultra / 5g	Resoftare / Update	150
samsung	Samsung S21 Ultra / 5g	Sticla	700
samsung	Samsung S22	Acumulator	340
samsung	Samsung S22	Camera Principala	350
samsung	Samsung S22	Camera Selfie	250
samsung	Samsung S22	Casca / Sita	250
samsung	Samsung S22	Curatare Apa (Oxid)	200
samsung	Samsung S22	Difuzor / Buzzer	350
samsung	Samsung S22	Display	800
samsung	Samsung S22	Geam Camera	150
samsung	Samsung S22	Inlocuire Capac	450
samsung	Samsung S22	Microfon	280
samsung	Samsung S22	Modul/Mufa Incarcare	280
samsung	Samsung S22	Montaj Placa de Baza	150
samsung	Samsung S22	Resoftare / Update	150
samsung	Samsung S22	Sticla	550
samsung	Samsung S22 Plus	Acumulator	350
samsung	Samsung S22 Plus	Camera Principala	350
samsung	Samsung S22 Plus	Camera Selfie	250
samsung	Samsung S22 Plus	Casca / Sita	250
samsung	Samsung S22 Plus	Curatare Apa (Oxid)	200
samsung	Samsung S22 Plus	Difuzor / Buzzer	350
samsung	Samsung S22 Plus	Display	800
samsung	Samsung S22 Plus	Geam Camera	150
samsung	Samsung S22 Plus	Inlocuire Capac	450
samsung	Samsung S22 Plus	Microfon	280
samsung	Samsung S22 Plus	Modul/Mufa Incarcare	280
samsung	Samsung S22 Plus	Montaj Placa de Baza	150
samsung	Samsung S22 Plus	Resoftare / Update	150
samsung	Samsung S22 Plus	Sticla	550
samsung	Samsung S22 Ultra	Acumulator	340
samsung	Samsung S22 Ultra	Camera Principala	550
samsung	Samsung S22 Ultra	Camera Selfie	250
samsung	Samsung S22 Ultra	Casca / Sita	250
samsung	Samsung S22 Ultra	Curatare Apa (Oxid)	200
samsung	Samsung S22 Ultra	Difuzor / Buzzer	350
samsung	Samsung S22 Ultra	Display	1350
samsung	Samsung S22 Ultra	Geam Camera	150
samsung	Samsung S22 Ultra	Inlocuire Capac	450
samsung	Samsung S22 Ultra	Microfon	280
samsung	Samsung S22 Ultra	Modul/Mufa Incarcare	280
samsung	Samsung S22 Ultra	Montaj Placa de Baza	150
samsung	Samsung S22 Ultra	Resoftare / Update	150
samsung	Samsung S22 Ultra	Sticla	650
samsung	Samsung S23	Acumulator	340
samsung	Samsung S23	Camera Principala	400
samsung	Samsung S23	Camera Selfie	250
samsung	Samsung S23	Casca / Sita	250
samsung	Samsung S23	Curatare Apa (Oxid)	200
samsung	Samsung S23	Difuzor / Buzzer	350
samsung	Samsung S23	Display	750
samsung	Samsung S23	Geam Camera	150
samsung	Samsung S23	Inlocuire Capac	450
samsung	Samsung S23	Microfon	340
samsung	Samsung S23	Modul/Mufa Incarcare	340
samsung	Samsung S23	Montaj Placa de Baza	150
samsung	Samsung S23	Resoftare / Update	150
samsung	Samsung S23	Sticla	600
samsung	Samsung S23 Plus	Acumulator	340
samsung	Samsung S23 Plus	Camera Principala	400
samsung	Samsung S23 Plus	Camera Selfie	250
samsung	Samsung S23 Plus	Casca / Sita	250
samsung	Samsung S23 Plus	Curatare Apa (Oxid)	200
samsung	Samsung S23 Plus	Difuzor / Buzzer	350
samsung	Samsung S23 Plus	Display	800
samsung	Samsung S23 Plus	Geam Camera	150
samsung	Samsung S23 Plus	Inlocuire Capac	450
samsung	Samsung S23 Plus	Microfon	340
samsung	Samsung S23 Plus	Modul/Mufa Incarcare	340
samsung	Samsung S23 Plus	Montaj Placa de Baza	150
samsung	Samsung S23 Plus	Resoftare / Update	150
samsung	Samsung S23 Plus	Sticla	600
samsung	Samsung S23 Ultra	Acumulator	320
samsung	Samsung S23 Ultra	Camera Principala	550
samsung	Samsung S23 Ultra	Camera Selfie	250
samsung	Samsung S23 Ultra	Casca / Sita	250
samsung	Samsung S23 Ultra	Curatare Apa (Oxid)	200
samsung	Samsung S23 Ultra	Difuzor / Buzzer	350
samsung	Samsung S23 Ultra	Display	1400
samsung	Samsung S23 Ultra	Geam Camera	150
samsung	Samsung S23 Ultra	Inlocuire Capac	450
samsung	Samsung S23 Ultra	Microfon	350
samsung	Samsung S23 Ultra	Modul/Mufa Incarcare	350
samsung	Samsung S23 Ultra	Montaj Placa de Baza	150
samsung	Samsung S23 Ultra	Resoftare / Update	150
samsung	Samsung S23 Ultra	Sticla	700
samsung	Samsung S24	Acumulator	340
samsung	Samsung S24	Camera Principala	450
samsung	Samsung S24	Camera Selfie	250
samsung	Samsung S24	Casca / Sita	250
samsung	Samsung S24	Curatare Apa (Oxid)	200
samsung	Samsung S24	Difuzor / Buzzer	350
samsung	Samsung S24	Display	800
samsung	Samsung S24	Geam Camera	150
samsung	Samsung S24	Inlocuire Capac	450
samsung	Samsung S24	Microfon	350
samsung	Samsung S24	Modul/Mufa Incarcare	350
samsung	Samsung S24	Montaj Placa de Baza	150
samsung	Samsung S24	Resoftare / Update	150
samsung	Samsung S24	Sticla	600
samsung	Samsung S24 Plus	Acumulator	320
samsung	Samsung S24 Plus	Camera Principala	450
samsung	Samsung S24 Plus	Camera Selfie	250
samsung	Samsung S24 Plus	Casca / Sita	250
samsung	Samsung S24 Plus	Curatare Apa (Oxid)	200
samsung	Samsung S24 Plus	Difuzor / Buzzer	350
